226.32743362831857,-61.07077896066039
239.6551724137931,-184.5346338589194
91.00979159067754,-50
303.6,-174.87040000000002
215.04424778761063,-63.898850714915895
289.38053097345136,-89.87065604821412
206.8965517241379,-177.63868957316822
282.07964601769913,-83.55177032733452
286.2068965517242,-177.03863156280232
338.8,-159.94559999999998
301.5736211840108,-101.5736211840108
321.5297689323663,-121.52976893236634
170.68965517241375,-161.73807864201072
162.962962962963,-20
176.38825382309608,-20
345.2,-154.5696
209.070796460177,-66.64683012716777
214.21404257481075,-20
250.00000000000003,-22.92785302420794
250.00000000000003,-26.314322030423558
335.09023444088376,-135.09023444088382
235.6194690265487,-60.89614244814425
184.5043946552863,-20
100.14797218122992,-49.91121669126204
273.2,-167.8176
188.7931034482759,-170.57741194800937
263.7931034482758,-183.54709090163598
216.3716814159292,-63.40892662470016
330.8,-165.5136
250,-100.0508052634253
149.9626070298784,-20.02243578207297
250,-126.38825382309608
127.9699416509696,-33.21803500941823
250,-70.24232235844028
290.51724137931035,-175.10027668818518
230.51491134481532,-20
212.38938053097345,-65.00926954592046
250.00000000000006,-47.104872718879044
140.08746355685133,-25.947521865889215
250.00000000000003,-71.57492069132564
268.80530973451334,-73.68711955877654
271.55172413793105,-181.94647177006027
341.2,-158.0256
244.24778761061947,-62.329161402373146
241.3793103448276,-184.65065459079156
303.1776016191601,-103.17760161916006
135.96663827200484,-28.42001703679708
291.6,-174.2944
250.00000000000003,-40.74074074074074
245.68965517241378,-184.82071835663618
225.86206896551724,-182.66943354851838
336.4,-161.75039999999998
195.79646017699116,-76.10788313372333
250.22123893805312,-64.15317153615263
218.96551724137933,-181.15004791170276
225,-20
250,-99.50821788207494
192.47787610619469,-79.23658445474625
276.1061946902655,-78.83445595908785
21.99436842039066,-49.99999999999999
266.3793103448276,-183.0871499446472
338.69117895091927,-138.69117895091924
257.75862068965523,-184.34257323049403
95.78837083527236,-50
98.06417045040058,-50
150,-150
181.0344827586207,-166.98224609455082
314.6466520492495,-114.64665204924945
225,-182.5
271.4601769911505,-75.47592014537422
232.3008849557522,-60.74628334524223
166.80384087791498,-20.000000000000004
199.55418381344307,-20
175,-163.9814814814815
249.21759894325052,-20
274.77876106194685,-77.84610405316526
199.94919473657473,-20
335.8036768426379,-135.80367684263788
248.23008849557527,-63.47279812765569
337.96424354865906,-137.9642435486591
190.48672566371684,-81.26678914018117
242.92035398230095,-62.01395525806764
282.79999999999995,-172.0416
20.7834750399336,-50.000000000000014
153.70370370370372,-20
250.00000000000003,-99.72118578047483
78.97685109487216,-50
277.5862068965517,-180.23254260041335
151.71467764060353,-20
211.06194690265485,-65.63067911292352
198.2758620689655,-174.52465668341677
250.00000000000003,-107.29817609104303
249.99999999999997,-122.22730274856474
181.85840707964599,-91.43182777426246
266.8,-163.9776
283.59999999999997,-172.3104
330.1905886321471,-130.19058863214707
325.2,-168.6496
226.7241379310345,-182.8328762359473
155.1724137931035,-153.06613637295504
210.34482758620686,-178.74717351325654
157.9646017699115,-132.05260666561787
103.37936467944026,-47.972381192335845
187.9310344827586,-170.1934691261847
254,-153.84000000000003
245.57522123893807,-62.67767553747774
280.7522123893806,-82.46653520660173
240.51724137931032,-184.59602689737176
348.40000000000003,-151.57440000000003
268.9655172413793,-182.554020255033
226.38825382309608,-20
334,-163.44
320.88716478326864,-120.88716478326867
254.79999999999995,-154.56959999999998
228.98230088495578,-60.83032867210896
278.44827586206895,-179.95316270389048
331.59999999999997,-165.0144
302.6395682239838,-102.6395682239838
250,-143.6899862825789
214.38053097345136,-64.16004832638782
250,-53.81524457747345
250,-129.14951989026065
222.34513274336283,-61.728720934342505
161.94690265486724,-123.93612295264319
153.98230088495578,-140.73644896343953
188.49557522123897,-83.41361857429881
180.17241379310343,-166.5640665266521
281.89655172413796,-178.74748862191973
270.79646017699116,-75.01960292384004
309.89711587114186,-109.89711587114185
250,-149.21759894325052
235.78595742518922,-20
253.44827586206898,-184.67956865800159
249.99999999999994,-20.762335175390238
276.7699115044247,-79.33703427895406
346.91010288412883,-146.91010288412886
168.96551724137936,-160.81887250323842
301.2,-174.98559999999998
275.8620689655172,-180.76517494984836
250,-89.26048932199245
287.0689655172414,-176.6695026446349
250,-140.5692729766804
316.48338674312697,-116.483386743127
333.2,-163.9776
250,-41.97712083316249
280.4,-171.1584
131.48108155666733,-31.11135106599959
210.56749479246054,-20
250,-74.20148427569805
255.6,-155.28640000000001
218.36283185840708,-62.75436067162106
325.45623207960875,-125.45623207960871
295.6896551724138,-172.46329553547972
249.55418381344305,-20
245.49103287100544,-20
250,-59.31037519950556
308.4,-174.2944
250.00000000000003,-38.33285497560376
155.3790072651527,-20.000000000000004
250,-97.07214697579207
249.99999999999997,-68.89879013459316
225.6637168141593,-61.155425508542876
311.06426041490977,-111.06426041490977
26.911935427069317,-50
180.53097345132744,-93.19805918232557
250,-27.122093597143824
324.793388429752,-124.79338842975206
157.75862068965517,-154.56937553815246
340.4,-158.67839999999998
250,-147.6972514352487
333.6734693877551,-133.67346938775512
236.28318584070794,-60.95355385727463
167.92035398230087,-112.79817876813105
323.6,-169.4304
328.40000000000003,-166.93440000000004
187.06896551724142,-169.8055399899469
285.2,-172.8096
118.51891844333265,-38.888648934000415
332.4,-164.50240000000002
227.77269725143526,-20
212.962962962963,-20
189.65517241379314,-170.95732289754184
209.48275862068968,-178.477694862438
164.65517241379305,-158.46943370037795
244.91150442477874,-62.49928355939475
175.86206896551724,-164.42043544220758
298.8,-174.98559999999998
262.9310344827586,-183.68435299459534
250,-148.79337499364934
234.2920353982301,-60.808587688518315
215.7079646017699,-63.648495873232804
297.41379310344826,-171.5073393743081
169.24778761061947,-110.48847301643846
50.62934710151306,-49.999999999999986
344.62809917355366,-144.62809917355372
264.65517241379314,-183.40183340091085
249.99999999999994,-51.10120986540683
119.67930029154518,-38.19241982507289
335.59999999999997,-162.3264
337.24068139652553,-137.24068139652556
200.86206896551727,-175.50853602793003
219.02654867256635,-62.55736202930632
310.47900151796256,-110.47900151796256
179.14951989026065,-20
181.86506122034245,-20
153.31858407079645,-142.23978305450768
108.9573160245874,-44.62561038524758
249.99999999999997,-36.02118745093036
199.13793103448276,-174.8572102177211
213.79310344827582,-179.77292434506748
248.79337499364937,-20
250,-43.23318192931543
262,-160.56
207.7586206896552,-177.92340733451482
250,-105.37900726515268
279.59999999999997,-170.8384
161.7461769039272,-19.999999999999996
271.6,-166.93440000000004
104.75110679192312,-47.14933592484613
180.51491134481532,-20
247.032972615963,-20
174.13793103448276,-163.53922457452734
250,-21.47036535900368
159.48275862068965,-155.5596519681763
96.4308142679261,-50
22.92978605657364,-50.00000000000001
242.24137931034483,-184.6984713812997
84.88133120354182,-50
217.24137931034483,-180.71302636434459
199.7787610619469,-72.76534205144235
194.46902654867256,-77.32146074875753
250.00000000000003,-93.68567796957645
159.95575221238937,-127.92421687064288
100,-50
250.00000000000003,-64.81716863856354
296.40000000000003,-174.87040000000002
330.00000000000006,-166
261.5044247787611,-69.29137007007432
179.20353982300884,-95.01955441032865
346.8,-153.0976
304.4,-174.8064
148.72583954216609,-20.764496274700356
250,-98.52963464099632
179.86725663716814,-94.10187023051543
276.7241379310345,-180.50319816310633
340.89222465845836,-140.8922246584584
169.48508865518468,-20
156.6371681415929,-134.88357103798816
327.4650025299376,-127.4650025299376
124.40481189536364,-35.35711286278179
244.8275862068966,-184.80060075656453
270.00000000000006,-166.00000000000003
302.1049080789341,-102.10490807893406
290,-174
250,-97.60875804666037
250,-66.18475542252655
238.25382309607278,-20
288.7168141592921,-89.27287342755584
67.1518922862138,-50
303.71900826446284,-103.71900826446281
228.44827586206895,-183.14160679602065
99.50004402128114,-50
